Review,Topic,Sentiment
"At $50 it is a little more expensive than the products you can get on Amazon...but it is worth it.  We have other mounts that are nothing more than two steel rails connected by two vertical bars.  After about a year we noticed the 55in panel was no longer level.  After removing it we realized the metal rails had begun to bend under the weight of the panel.This is not likely to happen with this Amazon product as the entire mount appears to be a single piece of steel with holes punched out for mounting to the wall.  It comes with a built-in level, a stud finder (to our surprise), there are extensions for the rails that attaches to your TV.  My brother-in-law was even impressed by the product and kept asking how much we paid for the mount, not believing it was $50.This is our 5th wall mount over the years for various TVs in friends and family homes.  I wished I would have discovered this product long ago.  Don't waste your money buying at Best Buy or in the retail stores paying nearly twice as much, if not more.You won't regret your purchase.Note: our TV is a Sony EX500 series and while screws were provided; they proved to be either too long or too short for the ones that fit our TV.  The spacers provided were not helpful because they were either (1) the correct length but wrong hole size, or (2) too long with the correct hole size.  In the end I had to use metal washers with the provided screws.  So I advise you have 16-20 washers on-hand just in case you need spacers.",0,Negative
"Mounting is the way to go when you have a large TV, it clears up so much space.  This mount made it easy.  We had no problem with installation and the included stud-finder and built in level were accurate.  This is a very sturdy mount and for the price range it is in I think it would be hard to find another one that is at the same level of performance and quality.",4,Negative
"After I goofed up & got a smaller Amazon Universal Wall mount that turned out to NOT be compatible with my also new Panasonic 40"" LCD I was worried about this choice. But this time it worked with our 52"" Sony for the living room just fine. I worry about the extreme weight of this thing as being possibly too heavy though? My home is a 1985 built and between the somewhat cheap construction of our home and these California termites...Well, I will hope for the best.Installation took a little over an hour but that is because I am NOT inclined for this kind of thing. And the manual for this is so large it made me paranoid...Also the included stud finder was dead so I ran over to Lowe's to buy a new one. I also bought some sturdier mounting screws. I also found the included level was NOT at all accurate so you may want to check yours if you buy this?All in all, barring any more Earthquakes, I doubt it will ever fail us. Even considering all I had to do to correct minor flaws with this kit, I think it is an amazing value for the money. My wife waited a full week to put her ""stuff"" back around the TV. Expected a true Poseidon adventure epic fail I suppose. I guess after over 30 years of marriage she has just seen a few too many of my ""projects"" go badly? But what shes does NOT know is I maybe planned them that way so she won't ask me to DO anything....I may not be handy, but I ain't stupid!",2,Negative
"I have had experience wall mounting 4 televisions now.  My previous wall mounts I used was a fixed Peerless mount and a tilt Peerless mount.  This mount is of high quality steel.  The lag bolts aren't the greatest looking but I did not even use them.  I had some slightly thicker lag bolts already that I opted to use instead.  I also did not use the stud finder included.  I bought a different one because I wanted the screen.  I was a little worried ordering this because it places your television 3"" from the wall but with the television tilted it has to be away from the wall to allow for the tilt.  Overall, very impressed with the mount and its features.",2,Negative
"In talking to a few friends, it seems this mount is almost exactly alike others sold, and the other ones cost more (sometimes quite a bit more).I mounted this on studs through sheetrock, although the kit contains materials to attach to concrete as well.You prep your TV by removing the stand, adding the rails (and extensions if needed, I didn't need them).  Then you place the large plate on the wall, using the built in level and stud finder.  One small issue with the level, is when it was attached and the screws ground off on the back of the wall, it left sharp pieces.  This means holding it up to the wall it took off some paint, not a huge deal since the tv is going to cover that anyways, but could be an issue if you were trying out a place that may not be final.They recommend you attach it to two different studs, giving some giant lag bolts to do so.  I don't know why the bolts are so large, but I use much smaller to hold items to the ceiling (projector screen, projector, etc) without issue.  Because of the position I was using, I couldn't attach to two studs, instead had to center over one.  I used drywall anchors on either side, and lags in the middle, it doesn't seem like it's going anywhere.  I'm guessing the overkill bolts are for liability reasons, and can't hurt, just in my mind seems silly.Attaching the TV was a pain like other reviews noted, although once I used a flashlight and some patience, it only took a few minutes.  After that it appeared the TV was crooked, even though the plate on the wall was off.  It seems I wasn't as careful on lining up the bars on the tv, so I would make sure to double check that, and make sure your screws are tightened down adequetly.",2,Negative
"This weighed more than theVIZIO M260MV 26-Inch 1080p LED LCD HDTV with Razor LED Backlighting, Blackthat we were putting on it.  It's amazing.  This does not have any of the plastic parts that I have read about in other wall mounts.  The hardware was provided for different installations.  It was very well protected during shipping.The directions in this case were not as straightforward as we would have liked them to be.  There was not the exploded picture that shows you how everything goes together.  Then the directions were in that tiny-tiny print.  I should have used the copier to make them larger so we could read them while we were doing the job instead of stopping and figuring out what each sentence meant.  There are good direction writers in the world but Ammy did not find them for this project. Part of the biggest problem was the lack of labels on each part.  There were fixed or tilt arms that needed to be attached to extension arms.  It was just confusing.  In the end, we figured it out by taking out the parts and looking at the pictures of how they ended up.Security was a big issue for us.  We didn't have any of our televisions on walls and didn't really see how it was possible.  My husband had his television set at an awkward position.  He mostly listened to the news on it.  Now he is able to watch the television on the wall above his desk.  He has not become convinced yet that it would be great to put our living room television on a wall mount but ""Tomorrow is another day.""(Oh, and now that I have seen another review, I have to say: we were not smart enough to watch the video.)",2,Negative
"Regardless of what the mounts claim, I do not trust them unless they are mounted on wood studs. Unfortunately, this mount is only 16"" wide and while that is plenty wide enough to hold the TV brackets, it is not wide enough to mount it in the middle of my wall. Since the studs are not perfectly center to my wall, the mount is not center to my wall. On wider mounts, you can cheat this my mounting on studs but have the brackets attach off center. Your TV must be dead center with this mount (or else it would slip right off).If you do not mind mounting into drywall, have at it!The low profile nature is what attracted me to this mount, but the replacement I found is FAR slimmer and very wide!(B004J4T9N2",2,Negative
"It mounts a tv. as long as you have the right holes, then you have what you need. simple mounting unit. still not sure what the string tug piece was for, but whatever, i just left it off.",0,Negative
"I purchased this mount and there is nothing with it, but if you need clearance for wires behind the TV you are mounting (if you are not running your wires under the wall), then you may have some problems. We attempted to use this mount of a 47"" Vizio flat screen, and we did not use a bridge kit or run wires under the wall because we were mounting over a fireplace and though we don't burn in the fireplace, the same venting is still used for the furnance. There was not enough clearance with this mount and we figured out we needed about 2"" or so.We ended up purchasing a different mount for that television and will use this one for a smaller tv that has it's connections and power plug on a sidepanel so we won't need as much clearance.",3,Negative
"The mount was easy to install, looks and works great.The hardware is just terrible.  The provided washers which go on the mount rails (NOT the TV) don't sit straight because they are too small.  I had to go out and purchase four 1.25in metal washers.  The mount also includes plastic spacers which make contact with the plastic TV case and are pressure mounted.  Again, PLASTIC spacers make contact with a PLASTIC TV case...why the hell aren't large metal washers supplied to alleviate these pressure points?  So now my washer purchase goes from four to eight.It's not a huge deal breaker (and only cost me $1.50) but why not provide adequate hardware from the start?  It seems doomed to fail with the hardware provided.  Again, the hardware in question is mount specific...NOT TV specific.  The assortment of screws provided did fit into my particular TV (Panasonic 32"" LCD).",0,Negative
"In stores they charge double or more for this kind of mount. Crazy. This product seems well made to me - holding up a 32"" LCD just fine. If you get cleanly into studs with all 4 anchor screws, I bet it could hold twice what they rate it at. It came with 7-8 different size of machine screws for mounting the TV to the vertical brackets, but none fit my off-brand kind of small TV. It was easy to find screws that would fit my TV, so no star knock off as far as I am concerned. The only hard part was tightening a set screw on the brackets that locks the TV in place (on the wall mount so it can't fall off). You'd have to really knock the bottom of the set hard to get it to raise up 1/2"" and fall off the wall mount, but a nice safety thing. The vertical bars hang/hook onto the horizontal wall bracket like shelves in a fridge. The more weight on the mount, the less likely it can come off.I don't think they show in the picture, but it comes with little rubber spacers which are to go between the vertical bars and back of the TV (hollow so the screws run through them). The instructions didn't list them as optional, but I knew I wouldn't like the look and didn't use them. Not needed for a TV with downward facing connections, and no affect on how easy / hard it was to hang up the set. You would need them if connections are pointing out the back of the set with no indentation.",0,Negative
"We bought theiSymphony LC32iH56 32-Inch 720p LCD HDTV, Blackand the stand was defective so we opted to mount it to the wall.  Since I got the TV for $198, I didn't want to spend a fortune on mounting hardware.  This was the cheapest stand Amazon offered with Prime shipping.  It worked perfectly.The horizontal bracket bolted easily to the wall with the screws provided, into studs, using a drill.  (The kit also includes butterfly screws sets for drywall, in case you cannot find/or use the studs).  Our only small issue was the myriad screws included were all too thick to screw into the TV; so, we bought the correct screws and washers at Lowes.  Once the vertical brackets are attached to the TV, it hooks onto the horizontal bar on the wall.  There is some room for sliding the TV right and left once hung to help center, or shift the TV for watching.  My only minor criticism is that the horizontal bracket has no caps for the ends (to prevent someone, like a child, from accidentally sliding the TV right off the bracket!)  Other than that, this stand got the job done for a very reasonable price.  It's sturdy and discreet.  Highly recommended.",0,Negative
"I bought this to mount at 55&#34; LG LEDTV to the wall of my apartment.  I couldn't find two studs that were appropriately spaced so I actually had to attach it to a wooden bar that I screwed into the studs.  That's not their fault though :)It's still hanging proud, and I have no reason to believe that this product will fail.",2,Negative
First of all I don't know where to start with this review the item came on time but we were very disappointed on the product itself the manual description: direction is not correct we kind of figure it out on our own. The mount bracket it did not fit well with my TV so hopefully my TV don't fell off the wall.lol but for some how I make it work but it's not completely flush on the back of my TV I have a high end flat screen television and this does not fit well. Furthermore in this case please do not buy this product if you want we didn't wanted to return it but we could say what a waste of money and waste of time. I guess $14.89 bucks is not a lot of money but it's money!!,0,Negative
"The 1&#34; clearance for cables is hardly forgiving and may require 90-degree connectors (which I used for my HDMI cables). The cords for releasing the bracket (unmounting) are also inadequate in length and hard to reach. Overall, once installed, it does project a slim profile which is why I got it but not sure I would buy again for the stated trade-offs.",1,Negative
"These simply install too easy.  Unless you're handicapped or an uptight pretty-boy, paying someone to hang your TV is a waste of money.  I own 8 TV's at the house and two in the office and VideoSecu is the supplier of choice.",2,Negative
I looked at the included anchors and had to laugh as who ever engineered this bracket has never installed one before. I went to home depot and bought some Spax 2&#34; torx drive lag bolts to anchor it directly to the stud in the wall. The wall will give way before the bracket will if you use the bolts I used. I'm sure you could do pull ups on this bracket when installed this way. I also like the feature of being able to pull the tv out from the wall and angle it towards the kitchen table to see it. Most of the brackets I looked at are fixed. I  would recommend this but spare yourself trouble and buy quality lag bolts first.,0,Negative
holds at least a 40inch lg and would more than likely hold a lot bigger one just find the stud in the wall and upgrade the hex head lag screw for the heavier tvs spend a buck or two for it....after all you paid big bucks for the tv right?????????,0,Negative
"My experience with this mount was not very positive at all. I have installed 5-6 of these types of mounts before, but none were as bad as this one. I was replacing a mount that was currently holding an old tube television. I open the packing to this mount and everything looked to be in order. I took down the old mount, installed the new mount, and unboxed the new TV. Then the issues began. I went to attach the vesa plate to the back of the TV. The tv was 400x200, so I needed to attach the extension arms. I opened the packet that contained the arms, and there were only 3 in the package (not 4). For various reasons, I had to have the TV installed that day, so I couldn't return it, I needed to use as is and hope that the TV doesn't fall off the mount, or shift every time someone touches it.  Beside the fact that the mount was missing a critical piece, the instructions were awful. The pictures were unclear and the typed instructions were even worse. I would not recommend this mount if you can avoid it.",2,Negative
"The Low Profile Full Motion Swivel, Tilt, Swing Arm TV Mount was Exactly the Mount we needed...  We were looking for a TV Mount that could be mounted on the wall and give us full range of motion to move the TV for various viewing capabilities...  We mounted our 39&#34; Westinghouse HDTV on the wall, near a corner, so that it could be viewed flat against the wall or be pulled off the wall and suspended catty-cornered in the corner to be viewed by a larger group of guests. The mounting hardware & the quick release TV Plate were exactly as expected and worked great... Two Anchor Lag Screws tapped into a wall stud was all that was needed to hang the mount to the wall and was mounted in minutes... The quick release TV Plate Worked Great, four screw bolts that were included with the TV holds the plate to the TV & the TV was mounted in Seconds! We couldn't be more happier with this purchase, the price was great & the product exceeded our expectations! The only thing left to do is to hide the half dozen wires...!",2,Negative
"I used a larger lag bolt for the top hole which almost presented a problem due to clearance with the bolts that secure the arm to the plate. You must take your time when installing this so you do not mess it up. Make sure to pre-drill the holes; don't drill too big or too small, there is no suggested drill size in the ""instructions."" Use a stud finder that will indicate the edges of the studs--I used an old, cheap Stanley stud finder. It comes with masonry taps for installing over concrete or block. I deduct a star for not hand-holding a person through the installation--the instructions are scant. You need an open-ended wrench and a socket-ratchet of 10mm for proper installation.- Pre-drill (opt for smaller)- Pre-tap (pre-insert) the screws half-way before attempting installation, make sure they go in straight and square and that you hear no stud cracking- Carefully install, taking your time (put the washers up against the mounting plate and then put the screw through--the washer will not clear the arm mount if you do not)",2,Negative
Well I got the kit yesterday.  Got the mount on the wall kinda easy.  The top screw and bottom bolts have some type of thing blocking it to go in and screw down all the way but I got the top 2 in fine just not the bottom.  But it wasn't really a big deal to me.  Then we get ready to mount the plate to our 42in 400x200 vesa tv and ran into problems.  We spent 1.5hrs trying to figure out how to get the plate mounted using only the supplied extension brackets and still couldnt figure it out.  There's only 2 mounting points on the back of our Insignia TV.  We got frustrated and left it alone.  I won't touch it for a few days because it is very misleading and too frustrating for the average person to figure out who has a 400x200 VESA tv.  I will not be buying this again and if I can't figure it out in a few days I am going to return it for a different kit.***EDIT/UPDATE****After more messing around with it during my lunch break I have figured it out and put it up.  I'm still unhappy with how it is mounted.  The entire plate itself is not flush against the tv.  But where I have it bolted in is pretty firm.  But the TV is up on the wall.  Fully funtional.,0,Negative
"I've mounted a couple other, larger TVs with larger mounts. Those mounts allow you to slide the TV along the mount in order to center it against the wall where you'd like (not just centered on a stud or between studs). This mount is more basic. It's going to be centered exactly where the stud is. Just something to keep in mind as you plan. Installation was simple although a bit odd as it doesn't seem to mount flush/flat to a flat backed TV. Instead the arms come in at an angle to the four binding spots. The arms then dug into the back of the TV a bit. No harm other than small dents on the back. Overall it works and is sturdy.",2,Negative
"its a great mount, but the joints are painfully hard to move sometimes, that also means it is holding together well but if you might have to muscle it a little to get it positioned just right",2,Negative
This is the only mount I will buy for my TV's ...I made a mistake for a few bucks and bought a different type...geez what a mistake...the other one wobbles doesn't stay straight...this is the one you want.,0,Negative
This unit works great for my 32&#34; Samsung flat screen tv I had no problem installing this to my wall. Just make sure you fasten it to a wall stud.  Now we can lay in bed and see the TV up on the wall with no problem!!,2,Negative
"So the mount feels pretty solid on the wall, and it does a great job being low profile, but the tilting mechanism sucks.  I hand tightened the tilting arms to a straight-up position because my install has no need for the tilt, and when we got the tv on the wall, it started to fall forward; the arms didn't hold strong and started to tilt on their own.  They only rely on the strength of a screw to cause friction in order to keep the arms from tilting.  This should have come with some way to actually lock the TV into a straight up position, or the other more common tilting angles.  The TV is finally up now but the tilting arms really bug the hell out of me.",0,Negative
"only bad thing about this product is the screws used to mount brackets to tv were kinda crappy out of the 4, 3 went in great the other had trouble, just bought a set of better screws.  no problesm leveling this product or mounting.  make sure you adjust your TILT before you try to hang it on wall!",4,Negative
"I had ordered one of these for my smart TV (Samsung) and it worked so good when I needed to mount another TV (a 24&#8221; monitor) I got another. With shipping being free with the price of two, I also got one for my in-laws.Three different displays, three different conditions all three worked out great.40&#8221;, 32&#8221; and 24&#8221; with very different screw and bolt patterns and the included hardware has yet to fail me.Note that for none of these displays did I put in all six screws. The enclosed wall screws are REALLY beefy and unless you are very worried about stress form being moved a lot or have an exceptionally heavy display, I would not use all 6.",2,Negative
inexpensive and well built. I mounted a twenty-one inch samsung monitor in my office with no problems.  I would purchase again.,4,Negative
"I'm not even sure how many of these I have bought......  20?  30?  More?  Who knows, but I use these all over the place installing Kitchen Display Systems into restaurants.The mounting screws actually can take a beating and just use a large phillips bit.  A little pre-drill and an impact driver make short work of the mounting.  The built in level makes it that much easier.There is tilt and swivel built into the head.  The big thing here is the swivel as I can be a little off on the install and keep the monitors square.  Another great feature is the mounting.  A lot of brackets aren't well thought out and can be tough to actually get the monitor mounting on it once it's on the wall.  On this bracket, the whole arm mounts to the wall and just the little X part you see on the picture mounts to the monitor.  There is a nice sleeve that it just slides into.  No straining your neck trying to see where it lines up..... Not trying to balance a bunch of stuff.  Just drop, tighten, and move on.The arm is super sturdy, heavy metal.  I put about 20 lbs of monitor, mounting brackets, and hardware on the end of these things and they don't budge at all.  Even fully extended at 18"" there is no play in the arm with the weight on it.  I haven't had one call back to fix these yet.Great product and I'll keep buying it.",0,Negative
"My Samsung 245BWs have a 3x2 VESA screw mount. Unfortunately, that screw mount is also inset a tad bit, which made this bracket pretty much impossible to use out of the box. It required some fabricating, case cutting, and special longer screws from ACE to make this work.Definitely not worth for my purposes, and considering it advertises specifically to do a 200x100 to 100x100 mm conversion, I'd say it's not great for a lot of people.If your backing is flush with the case, or outset a bit, you'll probably be okay, but if your mounting holes were inset like mine were, you're gonna have a bad time.",2,Negative
Well this product did not come with good instructions but I figured it out.  The TV I have has holes that do not line up with this.  But in the end the TV was being held securely on the wall.  But I returned the TV rather than risk it falling off the wall.,2,Negative
"I used this to attach a small media computer to the back of my 40&#34; Samsung. It fit fine and was very secure, but it was missing one of the required screws for attaching the computer to the adapter bracket. It's still fine without it- the other three sides more than make up for it- but it was still an annoyance to realize this came with missing parts.",0,Negative
Got it to get my 100x100 mount to work with a 200x100 monitor. The included screws worked fine. I'm using this with a Samsung 245BW.,1,Negative
I had put a 27&#34; Westinghouse Led tv in my rv with a ceiling/under cabinet mount.The plate that came with the ceiling mount was not quite large enough for the factory holes so I purchased these extenders & it worked beautifully.No complaints here.Glad it worked because I really hate returning items.,3,Negative
"I used this adapter to mount a Zotac Nano computer to the back of my bedroom TV.  The TV only has the TV-size mounting brackets, and the Zotac only had VESA100 mounts.  A similar arrangement I had hacked together with scrap parts and a lot cut-and-try frustration.  This made the process a lot simpler.",2,Negative
"Well the product does work as described, however I had to take the screws from another VESA mount I had because these were too big (the screws were too large of a diameter to grab ahold of the threads on the VESA100 on the back of my TV).  I think they assume that the item you are putting this on will already have screws, and they include ones to connect to the VESA 200 mount.  But my VESA 200 mount already had screws and nuts, but these also were too thick for my TV.  Other than that it does work as intended.One thing to consider is the size of the mount you are placing the TV on.  Mine looks quite comical on an oversized mount.  It has mount poking out from each side, and the top and bottom.Bottom line: I should have bought a smaller mount, not this product's fault, but if you're considering this product you should really decide if your mount is correctly sized.",0,Negative
So I bought a monitor mount and for some reason my monitors don't use a standard 100x100 VESA mounting pattern.  These adapter brackets allowed me to mount them properly.I didn't give 5 stars because the included screws didn't help me out any and I had to run to the hardware store to buy screws and nuts.  But I don't see how they could anticipate every mounting issue and accomodate for the unknown.,2,Negative
"I bought a cheap tv (Coby) led flat panel to take with me on deployment. After deciding that the cheap tv stand I also bought was not going to work for me ( had to look down at the TV,not comfortable), I decided on a cheap TV wall mount. There is nothing wrong with the description of the product. The only problem I had with this was that the back plate also covered all of the available inputs on my TV making it useless. But the simple fix was breaking out a sharpie marker and a ruler and cutting the bottom off.After removing about 1 1/2 inches it works fine.Pros- many ways to position the TVCons- had to do a little cutting to get it to fit my TV",0,Negative
Holds it's weight... I have an XBOX and a Cable box on it. Looks decent. Not the best for hiding cords.,1,Negative
Low dollar tv mount. Does just what it is meant to do without charging you too much. Buy these things locally and they want quite a bit more for the short sighted people that can't plan ahead.,2,Negative
"If you need something to secure your flash to a light stand, and also to mount an umbrella, and you need it to last for more than one photo shoot, it may be better to go for another brand.This one doesn't have the smoothest of actions, and the hard plastic and metal construction doesn't work that well.  On the very first set-up it started falling apart, causing my SB-900 to take a nasty tumble.  There's a small spring bouncing around somewhere on the floor, and I have no idea where it came from.Better to spend more money than be flash foolish.",2,Negative
I bought these CowboyStudio flash mounts for when I'm out and need to use my remote flash units with an umbrella. So far I've had no trouble with them.,4,Negative
"I must admit that when I ordered this I was expecting something poorly made, you get what you pay for and all that.  What a surprise!  Although the main body is plastic it is light weight and very sturdy.  If I have any problems with this product I will amend this review but, right now, I think I will be ordering more of these.",3,Negative
Really there needs to be some instructions or a set of photos on how to best use this product. I am not a 'gadgets' person. I bought it because I have the umbrella and some lights but there is no clue on how to connect all this to your Nikon.,1,Negative
"I use it with a transceiver and my Nikon SB-600, it's useful but a bit difficult to handle if you're in a hurry.",0,Negative
if you don't have one of these and you don't know if you need it you are missing out on life as a pro photog,2,Negative
"Good product which I have used before, but there was no brass adapter included which is required for mounting on a stand :( Not sure if this is a newer version from previous.",2,Negative
"inexpensive and rather well made. I only have issue with the screw that holds in the hot-shoe. If you leave it loose, it has a tendancy to come all the way out in my gear bag. Then you spend 10 minutes looking for the 2 tiny springs that push it apart. So, with that note, you should buy one, just don't leave the thing loose.",0,Negative
"I got some inexpensive LED lights to replace my old light boxes, and got these adaptors to allow my LED lights to sit on my existing light stands. The cold shoe slider is fully adjustable. When I say slider, I mean the unit must literally slide into the &#34;shoe&#34; housing, then the knob on the side must be turned to tighten the shoe to hold the unit in place. Some may find the tightening and loosening of the slider mechanism to be somewhat cumbersome when setting up or taking down, but I have no problem with it.",2,Negative
"This is the first type of hot shoe I bought for off camera flash/lighting and I was quite disappointed in it. Though cheap, you get what you pay for really.It's very plastic like and looks and feels frail.The major disappointment was the knobs. - They are very small and fidgety and annoying; only to break/snap and fall off.Would I buy this again? No.Would I recommend this? No.Am I going to replace them? Yes.Advice: Beef up the budget and get a sturdier/stronger mount.",0,Negative
"It works, it holds an umbrella + flash just fine.  I prefer the Fotodiox version for around the same price as that one screws into my stand and appears slightly sturdier.",4,Negative
Product is not sturdy - to trust an expensive speedlight to stay in place with this device would not be prudent.  One must ask themselves why the cost of product to the cost of shipping is so out of proportion. Could it be to discourage product return?,0,Negative
Cheaply made. Poor quality control. Poor fit even with the &#34;Cowboy&#34; umbrella. This is one piece a real cowboy would never rely on.,0,Negative
"This flash/hot shoe/umbrella holder seems to be well-built, and I have no complaints.  If you are in the market for one of these, I would recommend this one.",4,Negative
Holds a light and umbrella to your stand-- does exactly what you want. Its pretty tough and I highly doubt I'll be coming across any complaints anytime soon.,2,Negative
"It does what it's supposed to do, and for the right price.It's a pain getting the flash in and out of the holder.  Why it has the dumb 2 inch long clamping arrangement on top rather than just a standard shoe with a lock is beyond me.",0,Negative
I bought this for a light stand and it works great.It can hold a flash and umbrella with no problem,4,Negative
"I have had this for a couple weeks now and use it with an SB700 with a shoot through umbrella, it can't support much weight and the screws are a bit kludgie. It works for now but I know it will eventually break. You get what you pay for here and this was cheap.",3,Negative
"Exactly the same product as elsewhere on Amazon for $8.  But I don't recommend it at that price either.  See my review there for further criticism of the product.http://www.amazon.com/CowboyStudio-Umbrella-Bracket-Swivel-E580EX/dp/B0034WR19YSupposedly compatible with the Nikon SB600, 800, and 900.  But the feet of the SB800 and SB900 bend up at the back of the foot edge which will keep the clamp from securing the flash except at the end of the clamp.  That is, you can not mount an SB800 or SB900 in the middle of the clamp.  I assume the other Nikon flashes have the same design and will have the same compatibility issue.In short, don't bother buying this product.",0,Negative
"Held up for a few short shoots, but two have broken simply by being in the case. One lost the screw and plate on top that holds the flash, and the other lost the screw and nut that holds the stand.A perfect example of &#34;get what you pay for&#34; but in this case, it appears that much better options can be had for a few dollars ( literally ) more.",1,Negative
This product does the job for mounting umbrella type softboxes and is priced reasonably for what it is. Not certain why there are a number of negative reviews. I will have to see long term if this unit holds up.,2,Negative
"This is more difficult to set up for the tv than standard units you bolt to the back.  It is difficult to keep the tv tight against the wall.  All in all the unit works as described.  But, it is always needing adjusting.  I would not buy another.",2,Negative
"Albeit an extremely heavy one.  I used this to hang a 10 year old, 70 lb, 50&#34; plasma.  I actually drilled out the hangers (just 1/32&#34; bigger) so that I could use larger lag bolts into studs.",0,Negative
"This product was incompatible with my Sony HTCT-150 soundbar.  Likewise, none of the included screws, nuts, and washers could be used to install the brackets on my widescreen TV, i.e. Panasonic Viera TC-P50G2.Although I was disappointed with this item, my experience with the vendor was the direct opposite.  OneCall customer service was excellent.  They offered to pay for RMA s/h, and even waive the restocking fee.",0,Negative
"My sony 40'' lcd tv sits on an ikea TV unit. However, I have no where else to place the soundbar except in front of the TV which sometimes blocks the IR signal for the TV! SUCKSSo I found out about this, being slightly skeptical, I ordered it anyway (Hey, its amazon, what could happen?)The package arrived in what seemed like an eternity (thanks amazon prime for making me expect all shipments should arrive next day!). Came in a nicely packaged flat piece of cardboard.My unit came bent. Well not entirely bent but one piece was slightly rocking while the other was completely flat. No harm no foul, bent it right back myself.Setting up the unit on the TV was OMG such a pain. First I was measuring what to do then screwed them on just to give it a try. After numerous attempts of tryping to utilize both ends of the L bracket, I finally realized, due to sony soundbar's close proximity of mounting hole, the L can only be used on the long end. Well, so I screwed them in, attached the sound bar, and what do you know, I got a nicely mounted soundbar on top of my TV! and it looks damn nice though a little of the round end protrudes out and looks like bunny ears!My only con for this item was that it came with too little accessories. To mount the soundbar, it utilize a very simple screw/washer/ring combo. The soundbar rest on the screw which is secured on the bracket with two washers and ring. Now... the ring they provide were useless! They were either two small(easily dislodges and goes through the long slot on the bracket, which renders it useless. So I had to use my own ring which gave larger surface so the washers would stay on the side I want them to. It was also difficult to secure the two washers to create a firm hold on the bracket.All in all, if you need to mount your soundbar, get it! But be prepared for some handy work or go to local hardware store to pickup some items to make this easier to work with",0,Negative
"This is a good product but with some reservations. It did not fit my 32"" Vizio ""out of the box"". The bolts supplied did not fit the TV. The brackets had to be ""adjusted"" to use on my TV. When I called customer service they simply said go to Home Depot and buy the bolts. CS also said they knew the product did not fit Samsung TVs. No mention of that in the product description. I have kept the brackets so far. I did get the correct size bolts and will try them to see if the brackets fit better now. If not I will opt to return them as the other alternative offered by Onecall.com not so customer ""service"". Buy with caution.",0,Negative
"Used the brackets to top mount a Haier SBEV40-SLIM sound bar to a Sharp LCD TV.  Had to take the TV down from the mounting bracket, but no problems and the installation was quick.",2,Negative
"Because the Sony entry level 3D TV cut back on so many standard features including front facing speakers, I was forced to buy an external sound system to hear the movie.  The built in speakers face the back of the TV.  Absurd.  I then bought this bar mount to give it a cleaner look so the sound bar is attached to the TV and thus no wires are seen from the TV to the sound bar.",2,Negative
"Too expensive for what you get, but solve many problems. Used for swing out TV bracket mounting of center channel.",3,Negative
"The Revena DCM-SA1940 is quite sturdy and I am pleased with its performance.  I am using it with a 32"", 20 lb television.  I am rating it 4 stars because of a few nit picks.  The mount is sturdy and I can position it easily to whatever angles I choose and it stays there.  All components and mounting holes were lined up close enough. The level that comes attached to the unit didn't look to be lined up perfectly with the vertical axis of the unit but checking with another level showed it was close enough.  Be sure you mount it with the correct end up, as indicated in the instructions.Important caution: The instructions that come with the wall mount say to use the longest mounting bolt that is shorter than the hole depth of the mounting holes on your TV.  Something important that the instructions don't say is that you need to measure the depth of each mounting hole in your TV separately.  The two upper holes in my TV were deeper than the two lower holes.  If I had measured only the upper holes and carelessly screwed in a bolt that was too long for the lower holes, I could have damaged my TV (not covered under the warranty).  You should also consult your TV manual to see if it has different mounting instructions.  My nit picks: The clear plastic straw that comes with the unit for checking depth of the TV mounting holes was too large in diameter to fit into the holes in my TV (which requires the smallest mounting bolts supplied with the wall mount) so I had to find something else that would not damage the TV circuitry when it made contact.  Because I needed to use the smallest mounting bolts, I needed to add washers to keep the bolt head from passing through the holes in the wall mounting bracket.  The ""universal washers"" that come with the unit are big, ugly, rectangular pieces of metal that I can't imagine anyone using if they had a choice.  I bought real washers at the hardware store.",2,Negative
"to the other reviews.  I just wanted to mention that I used it on my 73"" DLP and it seems to provide plenty of backlight.  It seems a little expensive for what you get, but it is well made and dead simple to install.",4,Negative
"These LEDs radiate a harsh, clinical light more appropriate to a surgical suite or prison cell than a living room.",3,Negative
This was a joke of an order. I purchased for my dad who got a 50&#34; tv and the strips are almost 18in. Its easy to put up but the light output does not really help you enough to warrant paying this much for it.,4,Negative
"I can appreciate now that its up, but man this thing was a b!tch to put up! The two poles used to anchor the glass shelves are difficult to thread thru. you need to balance the shelves appropriately to thread thru.",2,Negative
"This shelving system is made of sturdy stuff and I trust it will hold at least as many pounds as advertised.  That said, the instructions for assembly were not very clear, with gazillions of similar yet ever so slightly different screws, all unlabeled.  The only way we could sort the hardware out was by process of elimination, and it took a while.Once assembled and mounted, we could NOT get the cabling through the channels.  After the first set of component cables, the next set of regular old AV cables got stuck.  We simply could not wrestle them either way, had to actually cut both sets of cables to get them unstuck, ruining them in the process.  We abandoned using the channels, plugged the holes, and strapped the cables with electrical ties and left them exposed.  Fortunately, our installation was in an unfinished basement work out area, with lots of other exposed wiring and such, so it didn't really matter.  But I can't imagine in a living area being able to hide the cabling for two or three components through the channels.",3,Negative
"This shelving unit is great. I originally bought the Cheetah Mounts, but was disappointed by a large chip in the front finish of the shelf. Also, the Cheetah mount stuck out further from the wall and I was looking for something lower profile. This shelving system is great.",1,Negative
